epid,alias,active
96741,wilssabine,false
96741,sabine wils,false
96741,wils sabine,false
96741,wils,false
96802,wosowiczjacek,false
96802,wosowicz jacek,false
96802,włosowiczjacek,false
96802,jacek wosowicz,false
96802,włosowicz jacek,false
96802,włosowicz,false
96802,wosowicz,false
96802,jacekwosowicz,false
96802,jacek włosowicz,false
96802,jacekwłosowicz,false
28167,corien wortmann-kool,false
28167,wortmann-koolcorien,false
28167,wortmann-kool,false
28167,wortmann-kool corien,false
28167,corienwortmann-kool,false
28278,yáñez-barnuevogarcía,false
28278,yáñez-barnuevo garcía luis,false
28278,luisyanez-barnuevogarcia,false
28278,yáñez-barnuevogarcíaluis,false
28278,yanez-barnuevo garcia luis,false
28278,yanez-barnuevogarcia,false
28278,yanez-barnuevogarcialuis,false
28278,luis yanez-barnuevo garcia,false
28278,yanez-barnuevo garcia,false
28278,luis yáñez-barnuevo garcía,false
28278,yáñez-barnuevo garcía,false
28278,luisyáñez-barnuevogarcía,false
96944,yannakoudakis marina,false
96944,yannakoudakismarina,false
96944,marina yannakoudakis,false
96944,yannakoudakis,false
96944,marinayannakoudakis,false
96777,zalewski pawe,false
96777,pawełzalewski,false
96777,zalewskipawe,false
96777,pawe zalewski,false
96777,pawezalewski,false
96777,zalewskipaweł,false
96777,zalewski paweł,false
96777,zalewski,false
96777,paweł zalewski,false
41007,zanicchiiva,false
41007,zanicchi,false
41007,zanicchi iva,false
41007,iva zanicchi,false
41007,ivazanicchi,false
96778,artur zasada,false
96778,arturzasada,false
96778,zasada,false
96778,zasadaartur,false
96778,zasada artur,false
96803,ziobro zbigniew,false
96803,zbigniewziobro,false
96803,ziobro,false
96803,ziobrozbigniew,false
96803,zbigniew ziobro,false
4466,ildafigueiredo,false
4466,figueiredo ilda,false
4466,ilda figueiredo,false
4466,figueiredoilda,false
4466,figueiredo,false
1873,méndez de vigo,false
1873,íñigoméndezdevigo,false
1873,mendezdevigo,false
1873,inigo mendez de vigo,false
1873,méndezdevigoíñigo,false
1873,inigomendezdevigo,false
1873,méndezdevigo,false
1873,mendez de vigo,false
1873,mendez de vigo inigo,false
1873,íñigo méndez de vigo,false
1873,méndez de vigo íñigo,false
1873,mendezdevigoinigo,false
1992,garcía-margalloymarfil,false
1992,garcia-margallo y marfil,false
1992,josemanuelgarcia-margalloymarfil,false
1992,josé manuel garcía-margallo y marfil,false
1992,garcia-margallo y marfil jose manuel,false
1992,garcia-margalloymarfil,false
1992,garcia-margalloymarfiljosemanuel,false
1992,garcía-margalloymarfiljosémanuel,false
1992,josémanuelgarcía-margalloymarfil,false
1992,garcía-margallo y marfil josé manuel,false
1992,jose manuel garcia-margallo y marfil,false
1992,garcía-margallo y marfil,false
4243,sterckxdirk,false
4243,dirk sterckx,false
4243,dirksterckx,false
4243,sterckx dirk,false
4243,sterckx,false
28134,svensson eva-britt,false
28134,svenssoneva-britt,false
28134,svensson,false
28134,eva-britt svensson,false
28134,eva-brittsvensson,false
28576,lambrinidis,false
28576,lambrinidis stavros,false
28576,lambrinidisstavros,false
28576,stavroslambrinidis,false
28576,stavros lambrinidis,false
96666,soini,false
96666,soinitimo,false
96666,soini timo,false
96666,timosoini,false
96666,timo soini,false
96879,hella ranner,false
96879,ranner,false
96879,ranner hella,false
96879,hellaranner,false
96879,rannerhella,false
97294,soullie,false
97294,catherine soullie,false
97294,soullie catherine,false
97294,catherinesoullie,false
97294,soulliecatherine,false
96766,ernststrasser,false
96766,strasser,false
96766,strasser ernst,false
96766,strasserernst,false
96766,ernst strasser,false
96727,thalerzoran,false
96727,thaler zoran,false
96727,thaler,false
96727,zoranthaler,false
96727,zoran thaler,false
96667,alan kelly,false
96667,kellyalan,false
96667,kelly alan,false
96667,kelly,false
96667,alankelly,false
97024,alvarezmagdalena,false
97024,magdalena alvarez,false
97024,alvarez magdalena,false
97024,alvarez,false
97024,magdalenaalvarez,false
28176,hennis-plasschaert jeanine,false
28176,hennis-plasschaert,false
28176,hennis-plasschaertjeanine,false
28176,jeanine hennis-plasschaert,false
28176,jeaninehennis-plasschaert,false
4524,carolinelucas,false
4524,lucas,false
4524,lucas caroline,false
4524,lucascaroline,false
4524,caroline lucas,false
28133,schmittpál,false
28133,schmitt,false
28133,pal schmitt,false
28133,palschmitt,false
28133,schmittpal,false
28133,schmitt pál,false
28133,pál schmitt,false
28133,pálschmitt,false
28133,schmitt pal,false
28583,pafilis athanasios,false
28583,athanasiospafilis,false
28583,pafilisathanasios,false
28583,pafilis,false
28583,athanasios pafilis,false
97010,plevrisathanasios,false
97010,athanasiosplevris,false
97010,plevris,false
97010,athanasios plevris,false
97010,plevris athanasios,false
97006,giorgospapakonstantinou,false
97006,papakonstantinou giorgos,false
97006,papakonstantinougiorgos,false
97006,giorgos papakonstantinou,false
97006,papakonstantinou,false
112071,emercostello,false
112071,costello emer,false
112071,costelloemer,false
112071,emer costello,false
112071,costello,false
112620,taylor rebecca,false
112620,taylorrebecca,false
112620,rebecca taylor,false
112620,taylor,false
112620,rebeccataylor,false
113487,sousaalda,false
113487,alda sousa,false
113487,sousa,false
113487,sousa alda,false
113487,aldasousa,false
113597,cliveti,false
113597,cliveti minodora,false
113597,clivetiminodora,false
113597,minodora cliveti,false
113597,minodoracliveti,false
113890,zeribi,false
113890,karimzéribi,false
113890,karimzeribi,false
113890,zeribikarim,false
113890,zéribi karim,false
113890,zéribi,false
113890,karim zeribi,false
113890,karim zéribi,false
113890,zeribi karim,false
113890,zéribikarim,false
2315,jean louis cottigny,false
2315,jeanlouiscottigny,false
2315,cottigny jean louis,false
2315,cottignyjeanlouis,false
2315,cottigny,false
114873,mynar,false
114873,mynář,false
114873,vojtěch mynář,false
114873,mynarvojtech,false
114873,vojtechmynar,false
114873,vojtěchmynář,false
114873,vojtech mynar,false
114873,mynářvojtěch,false
114873,mynář vojtěch,false
114873,mynar vojtech,false
114840,sophocles sophocleous,false
114840,sophocleous sophocles,false
114840,sophocleoussophocles,false
114840,sophoclessophocleous,false
114840,sophocleous,false
115868,kammen,false
115868,kammenpatriciavander,false
115868,patricia van der kammen,false
115868,kammen patricia van der,false
115868,patriciavanderkammen,false
30475,vitkauskaitebernardjustina,false
30475,justina vitkauskaite bernard,false
30475,justinavitkauskaitebernard,false
30475,vitkauskaite bernard,false
30475,vitkauskaitebernard,false
30475,vitkauskaite bernard justina,false
116663,panayotova,false
116663,monika panayotova,false
116663,monikapanayotova,false
116663,panayotova monika,false
116663,panayotovamonika,false
116823,francescabarracciu,false
116823,barracciu francesca,false
116823,francesca barracciu,false
116823,barracciufrancesca,false
116823,barracciu,false
117119,zamfirescu dan dumitru,false
117119,dan dumitru zamfirescu,false
117119,zamfirescudandumitru,false
117119,zamfirescu,false
117119,dandumitruzamfirescu,false
118144,pitsillidesandreas,false
118144,andreas pitsillides,false
118144,pitsillides andreas,false
118144,pitsillides,false
118144,andreaspitsillides,false
118709,fabrizio bertot,false
118709,bertot fabrizio,false
118709,bertot,false
118709,bertotfabrizio,false
118709,fabriziobertot,false
118710,bonanini,false
118710,bonaninifranco,false
118710,franco bonanini,false
118710,bonanini franco,false
118710,francobonanini,false
118999,frigofranco,false
118999,frigo franco,false
118999,francofrigo,false
118999,franco frigo,false
118999,frigo,false
37524,lyubcheva,false
37524,lyubchevamarusya,false
37524,lyubcheva marusya,false
37524,marusyalyubcheva,false
37524,marusya lyubcheva,false
119441,sandrapetrovićjakovina,false
119441,petrović jakovina sandra,false
119441,sandrapetrovicjakovina,false
119441,petrovic jakovina,false
119441,sandra petrovic jakovina,false
119441,petrovićjakovinasandra,false
119441,petrovićjakovina,false
119441,petrović jakovina,false
119441,petrovic jakovina sandra,false
119441,sandra petrović jakovina,false
119441,petrovicjakovinasandra,false
119441,petrovicjakovina,false
119440,oleg valjalo,false
119440,valjalooleg,false
119440,valjalo oleg,false
119440,olegvaljalo,false
119440,valjalo,false
112760,nikola vuljanić,false
112760,vuljanić nikola,false
112760,vuljanić,false
112760,nikolavuljanić,false
112760,vuljanic,false
112760,nikola vuljanic,false
112760,vuljanic nikola,false
112760,nikolavuljanic,false
112760,vuljanićnikola,false
112760,vuljanicnikola,false
1427,j. adam gordon,false
1427,j. adam,false
1427,j.adam,false
1427,gordon j. adam,false
1427,j.adamgordon,false
1427,gordonj.adam,false
2129,ahlqvist birgitta,false
2129,birgittaahlqvist,false
2129,ahlqvist,false
2129,birgitta ahlqvist,false
2129,ahlqvistbirgitta,false
28975,vittorioagnoletto,false
28975,vittorio agnoletto,false
28975,agnoletto vittorio,false
28975,agnolettovittorio,false
28975,agnoletto,false
2035,amedeo amadeo,false
2035,amadeo amedeo,false
2035,amedeoamadeo,false
2035,amadeo,false
2035,amadeoamedeo,false
1462,anastassopoulosgeorgios,false
1462,anastassopoulos georgios,false
1462,georgiosanastassopoulos,false
1462,anastassopoulos,false
1462,georgios anastassopoulos,false
1083,didierh.m.f.anger,false
1083,h.m.f.anger,false
1083,h.m.f. anger,false
1083,h.m.f.angerdidier,false
1083,h.m.f. anger didier,false
1083,didier h.m.f. anger,false
2004,añoveros trias de bes,false
2004,anoverostriasdebes,false
2004,anoverostriasdebesjulio,false
2004,julio añoveros trias de bes,false
2004,julio anoveros trias de bes,false
2004,añoverostriasdebesjulio,false
2004,añoveros trias de bes julio,false
2004,julioanoverostriasdebes,false
2004,añoverostriasdebes,false
2004,julioañoverostriasdebes,false
2004,anoveros trias de bes julio,false
2004,anoveros trias de bes,false
1874,apolinário josé,false
1874,joseapolinario,false
1874,joséapolinário,false
1874,apolinário,false
1874,apolinario jose,false
1874,apolinario,false
1874,apolináriojosé,false
1874,apolinariojose,false
1874,jose apolinario,false
1874,josé apolinário,false
1826,arguelles salaverria pedro,false
1826,argüelles salaverria pedro,false
1826,argüelles salaverria,false
1826,arguelles salaverria,false
1826,pedroarguellessalaverria,false
1826,arguellessalaverriapedro,false
1826,pedro argüelles salaverria,false
1826,pedro arguelles salaverria,false
1826,pedroargüellessalaverria,false
1826,argüellessalaverriapedro,false
1826,argüellessalaverria,false
1826,arguellessalaverria,false
1939,baldarellifrancesco,false
1939,baldarelli francesco,false
1939,francesco baldarelli,false
1939,baldarelli,false
1939,francescobaldarelli,false
1824,sylvester barrett,false
1824,sylvesterbarrett,false
1824,barrettsylvester,false
1824,barrett sylvester,false
1824,barrett,false
1138,beiroco,false
1138,luisfilipepaisbeiroco,false
1138,beirôco,false
1138,beirocoluisfilipepais,false
1138,luis filipe pais beirôco,false
1138,beirôcoluisfilipepais,false
1138,beiroco luis filipe pais,false
1138,luisfilipepaisbeirôco,false
1138,luis filipe pais beiroco,false
1138,beirôco luis filipe pais,false
1362,belo maria,false
1362,mariabelo,false
1362,belo,false
1362,belomaria,false
1362,maria belo,false
28369,giovanniberlinguer,false
28369,giovanni berlinguer,false
28369,berlinguer,false
28369,berlinguergiovanni,false
28369,berlinguer giovanni,false
1351,ariascanetemiguel,false
1351,miguelariascanete,false
1351,ariascañete,false
1351,miguel arias canete,false
1351,arias cañete,false
1351,ariascanete,false
1351,miguel arias cañete,false
1351,miguelariascañete,false
1351,arias canete,false
1351,arias cañete miguel,false
1351,ariascañetemiguel,false
1351,arias canete miguel,false
28618,valdis dombrovskis,false
28618,dombrovskis valdis,false
28618,valdisdombrovskis,false
28618,dombrovskis,false
28618,dombrovskisvaldis,false
125106,johanvanovertveldt,false
125106,van overtveldt,false
125106,johan van overtveldt,false
125106,vanovertveldtjohan,false
125106,van overtveldt johan,false
125106,vanovertveldt,false
118860,abela baldacchino claudette,false
118860,abelabaldacchino,false
118860,abelabaldacchinoclaudette,false
118860,claudette abela baldacchino,false
118860,claudetteabelabaldacchino,false
118860,abela baldacchino,false
4361,abitbolwilliam,false
4361,williamabitbol,false
4361,abitbol,false
4361,william abitbol,false
4361,abitbol william,false
1680,carlos aboim inglez,false
1680,aboim inglez,false
1680,aboiminglez,false
1680,carlosaboiminglez,false
1680,aboim inglez carlos,false
1680,aboiminglezcarlos,false
1765,dimitriosadamou,false
1765,adamou,false
1765,adamoudimitrios,false
1765,adamou dimitrios,false
1765,dimitrios adamou,false
957,adonninopietro,false
957,pietro adonnino,false
957,adonnino,false
957,pietroadonnino,false
957,adonnino pietro,false
1950,g.h.aelvoet,false
1950,magda g.h. aelvoet,false
1950,magdag.h.aelvoet,false
1950,g.h.aelvoetmagda,false
1950,g.h. aelvoet magda,false
1950,g.h. aelvoet,false
1114,maria adelaide aglietta,false
1114,aglietta,false
1114,aglietta maria adelaide,false
1114,mariaadelaideaglietta,false
1114,agliettamariaadelaide,false
28367,albertinigabriele,false
28367,albertini,false
28367,gabriele albertini,false
28367,gabrielealbertini,false
28367,albertini gabriele,false
2019,aldo,false
2019,blaisealdo,false
2019,aldoblaise,false
2019,blaise aldo,false
2019,aldo blaise,false
950,alexiadisgeorgios,false
950,georgiosalexiadis,false
950,alexiadis georgios,false
950,georgios alexiadis,false
950,alexiadis,false
97086,alfano,false
97086,alfanosonia,false
97086,sonia alfano,false
97086,alfano sonia,false
97086,soniaalfano,false
951,alfonsi nicolas,false
951,alfonsinicolas,false
951,nicolas alfonsi,false
951,nicolasalfonsi,false
951,alfonsi,false
1171,j.e.allegre,false
1171,claude j.e. allegre,false
1171,j.e. allegre claude,false
1171,j.e. allegre,false
1171,claudej.e.allegre,false
1171,j.e.allegreclaude,false
1359,jose alvarez de paz,false
1359,josealvarezdepaz,false
1359,joséálvarezdepaz,false
1359,álvarezdepaz,false
1359,alvarezdepaz,false
1359,josé álvarez de paz,false
1359,alvarez de paz,false
1359,álvarez de paz,false
1359,alvarez de paz jose,false
1359,alvarezdepazjose,false
1359,álvarez de paz josé,false
1359,álvarezdepazjosé,false
4509,alyssandrakiskonstantinos,false
4509,konstantinosalyssandrakis,false
4509,konstantinos alyssandrakis,false
4509,alyssandrakis konstantinos,false
4509,alyssandrakis,false
1827,amberg werner,false
1827,werneramberg,false
1827,werner amberg,false
1827,amberg,false
1827,ambergwerner,false
1134,amendolagianfranco,false
1134,amendola gianfranco,false
1134,gianfranco amendola,false
1134,gianfrancoamendola,false
1134,amendola,false
928,giorgioamendola,false
928,amendola giorgio,false
928,giorgio amendola,false
928,amendolagiorgio,false
928,amendola,false
23867,a.nagy,false
23867,lászlóa.nagy,false
23867,laszlo a. nagy,false
23867,lászló a. nagy,false
23867,a. nagy laszlo,false
23867,a. nagy,false
23867,a.nagylaszlo,false
23867,a.nagylászló,false
23867,laszloa.nagy,false
23867,a. nagy lászló,false
23645,andersenbenthindrup,false
23645,andersen bent hindrup,false
23645,benthindrupandersen,false
23645,bent hindrup andersen,false
23645,andersen,false
2105,andersson axel,false
2105,andersson,false
2105,axelandersson,false
2105,anderssonaxel,false
2105,axel andersson,false
4441,andreasen ole,false
4441,andreasenole,false
4441,oleandreasen,false
4441,ole andreasen,false
4441,andreasen,false
28620,andrejevsgeorgs,false
28620,andrejevs georgs,false
28620,andrejevs,false
28620,georgsandrejevs,false
28620,georgs andrejevs,false
1441,niallandrews,false
1441,andrews niall,false
1441,andrewsniall,false
1441,niall andrews,false
1441,andrews,false
5918,generosoandria,false
5918,andria,false
5918,andria generoso,false
5918,andriageneroso,false
5918,generoso andria,false
72723,antinucci rapisardo,false
72723,antinucci,false
72723,antinuccirapisardo,false
72723,rapisardo antinucci,false
72723,rapisardoantinucci,false
1971,maría jesús aramburu del río,false
1971,maríajesúsaramburudelrío,false
1971,maria jesus aramburu del rio,false
1971,mariajesusaramburudelrio,false
1971,aramburu del rio,false
1971,aramburu del río,false
1971,aramburu del río maría jesús,false
1971,aramburudelriomariajesus,false
1971,aramburudelrio,false
1971,aramburu del rio maria jesus,false
1971,aramburudelríomaríajesús,false
1971,aramburudelrío,false
1360,arbeloa muru víctor manuel,false
1360,victor manuel arbeloa muru,false
1360,arbeloamuru,false
1360,arbeloa muru victor manuel,false
1360,víctor manuel arbeloa muru,false
1360,arbeloamuruvictormanuel,false
1360,victormanuelarbeloamuru,false
1360,arbeloamuruvíctormanuel,false
1360,arbeloa muru,false
1360,víctormanuelarbeloamuru,false
2184,argyrosstelios,false
2184,steliosargyros,false
2184,argyros stelios,false
2184,stelios argyros,false
2184,argyros,false
1786,rudiarndt,false
1786,arndt,false
1786,arndtrudi,false
1786,rudi arndt,false
1786,arndt rudi,false
2136,corrado augias,false
2136,corradoaugias,false
2136,augias,false
2136,augias corrado,false
2136,augiascorrado,false
1124,marie-christineaulas,false
1124,marie-christine aulas,false
1124,aulas marie-christine,false
1124,aulas,false
1124,aulasmarie-christine,false
4386,auroi,false
4386,auroidanielle,false
4386,auroi danielle,false
4386,danielleauroi,false
4386,danielle auroi,false
1034,claude autant-lara,false
1034,autant-lara,false
1034,claudeautant-lara,false
1034,autant-lara claude,false
1034,autant-laraclaude,false
1763,averof-tossitsasevangelos,false
1763,averof-tossitsas evangelos,false
1763,evangelosaverof-tossitsas,false
1763,evangelos averof-tossitsas,false
1763,averof-tossitsas,false
1463,paraskevasavgerinos,false
1463,paraskevas avgerinos,false
1463,avgerinos,false
1463,avgerinosparaskevas,false
1463,avgerinos paraskevas,false
2140,azzolini,false
2140,azzolini claudio,false
2140,azzoliniclaudio,false
2140,claudio azzolini,false
2140,claudioazzolini,false
26818,azzopardi jason,false
26818,azzopardi,false
26818,azzopardijason,false
26818,jason azzopardi,false
26818,jasonazzopardi,false
28179,roselyne bachelot-narquin,false
28179,bachelot-narquin roselyne,false
28179,bachelot-narquin,false
28179,bachelot-narquinroselyne,false
28179,roselynebachelot-narquin,false
1769,bachyjean-paul,false
1769,bachy,false
1769,jean-paul bachy,false
1769,jean-paulbachy,false
1769,bachy jean-paul,false
1093,giannibagetbozzo,false
1093,baget bozzo,false
1093,bagetbozzogianni,false
1093,bagetbozzo,false
1093,baget bozzo gianni,false
1093,gianni baget bozzo,false
1428,richard a. balfe,false
1428,a.balferichard,false
1428,richarda.balfe,false
1428,a. balfe richard,false
1428,a.balfe,false
1428,a. balfe,false
939,neilr.balfour,false
939,r. balfour,false
939,r. balfour neil,false
939,neil r. balfour,false
939,r.balfourneil,false
939,r.balfour,false
23822,balsai istván,false
23822,balsai istvan,false
23822,istvánbalsai,false
23822,balsaiistván,false
23822,istvan balsai,false
23822,istvanbalsai,false
23822,balsai,false
23822,istván balsai,false
23822,balsaiistvan,false
4489,alexandros baltas,false
4489,alexandrosbaltas,false
4489,baltas,false
4489,baltas alexandros,false
4489,baltasalexandros,false
113883,erik bánki,false
113883,bánki,false
113883,banki,false
113883,erik banki,false
113883,erikbanki,false
113883,bánki erik,false
113883,erikbánki,false
113883,banki erik,false
113883,bánkierik,false
113883,bankierik,false
1888,baratamourajose,false
1888,barata moura,false
1888,josébaratamoura,false
1888,jose barata moura,false
1888,josebaratamoura,false
1888,barata moura josé,false
1888,baratamoura,false
1888,josé barata moura,false
1888,baratamourajosé,false
1888,barata moura jose,false
123792,barbagallogiovanni,false
123792,barbagallo giovanni,false
123792,barbagallo,false
123792,giovannibarbagallo,false
123792,giovanni barbagallo,false
935,barbi paolo,false
935,paolobarbi,false
935,barbipaolo,false
935,barbi,false
935,paolo barbi,false
72776,michelbarnier,false
72776,michel barnier,false
72776,barnier,false
72776,barniermichel,false
72776,barnier michel,false
1758,barral agesta carlos,false
1758,barral agesta,false
1758,barralagestacarlos,false
1758,carlos barral agesta,false
1758,barralagesta,false
1758,carlosbarralagesta,false
28136,barsi-patakyetelka,false
28136,etelkabarsi-pataky,false
28136,barsi-pataky etelka,false
28136,barsi-pataky,false
28136,etelka barsi-pataky,false
1180,michèlebarzach,false
1180,michelebarzach,false
1180,barzachmichèle,false
1180,barzach michele,false
1180,barzachmichele,false
1180,michele barzach,false
1180,barzach michèle,false
1180,barzach,false
1180,michèle barzach,false
23740,mindaugas bastys,false
23740,bastysmindaugas,false
23740,bastys,false
23740,bastys mindaugas,false
23740,mindaugasbastys,false
1784,c. battersby robert,false
1784,c.battersby,false
1784,c.battersbyrobert,false
1784,robertc.battersby,false
1784,robert c. battersby,false
1784,c. battersby,false
930,baudispierre,false
930,pierre baudis,false
930,baudis pierre,false
930,pierrebaudis,false
930,baudis,false
1822,baudouin,false
1822,denisbaudouin,false
1822,baudouin denis,false
1822,baudouindenis,false
1822,denis baudouin,false
4324,françois bayrou,false
4324,françoisbayrou,false
4324,francoisbayrou,false
4324,bayroufrancois,false
4324,bayroufrançois,false
4324,bayrou françois,false
4324,bayrou,false
4324,bayrou francois,false
4324,francois bayrou,false
1421,peterbeazley,false
1421,beazley peter,false
1421,beazley,false
1421,peter beazley,false
1421,beazleypeter,false
97002,béchuchristophe,false
97002,béchu christophe,false
97002,bechuchristophe,false
97002,bechu,false
97002,christophe bechu,false
97002,bechu christophe,false
97002,christophe béchu,false
97002,béchu,false
97002,christophebechu,false
97002,christophebéchu,false
1823,hans-joachim beckmann,false
1823,beckmann,false
1823,beckmann hans-joachim,false
1823,beckmannhans-joachim,false
1823,hans-joachimbeckmann,false
94508,bedingfield glenn,false
94508,bedingfieldglenn,false
94508,bedingfield,false
94508,glenn bedingfield,false
94508,glennbedingfield,false
28234,angelika beer,false
28234,beerangelika,false
28234,beer,false
28234,beer angelika,false
28234,angelikabeer,false
1761,carlosmanuelbencomomendoza,false
1761,bencomomendozacarlosmanuel,false
1761,carlos manuel bencomo mendoza,false
1761,bencomomendoza,false
1761,bencomo mendoza carlos manuel,false
1761,bencomo mendoza,false
23690,miroslavbeneš,false
23690,benes miroslav,false
23690,benesmiroslav,false
23690,benes,false
23690,benešmiroslav,false
23690,miroslav beneš,false
23690,beneš miroslav,false
23690,beneš,false
23690,miroslavbenes,false
23690,miroslav benes,false
1820,gérard benhamou,false
1820,benhamougérard,false
1820,gerard benhamou,false
1820,gerardbenhamou,false
1820,benhamou gerard,false
1820,benhamougerard,false
1820,benhamou gérard,false
1820,gérardbenhamou,false
1820,benhamou,false
1210,benoitjean-paul,false
1210,benoit,false
1210,jean-paul benoit,false
1210,benoit jean-paul,false
1210,jean-paulbenoit,false
4333,luisberenguerfuster,false
4333,berenguerfuster,false
4333,luis berenguer fuster,false
4333,berenguer fuster luis,false
4333,berenguerfusterluis,false
4333,berenguer fuster,false
23859,berg eiki,false
23859,eiki berg,false
23859,berg,false
23859,eikiberg,false
23859,bergeiki,false
4480,berg margrietus van den,false
4480,margrietus van den berg,false
4480,margrietusvandenberg,false
4480,berg,false
4480,bergmargrietusvanden,false
25340,bergaz conesa,false
25340,maria luisa bergaz conesa,false
25340,maría luisa bergaz conesa,false
25340,bergazconesa,false
25340,bergaz conesa maria luisa,false
25340,marialuisabergazconesa,false
25340,maríaluisabergazconesa,false
25340,bergazconesamarialuisa,false
25340,bergazconesamaríaluisa,false
25340,bergaz conesa maría luisa,false
931,enrico berlinguer,false
931,berlinguerenrico,false
931,enricoberlinguer,false
931,berlinguer,false
931,berlinguer enrico,false
4391,berlusconi silvio,false
4391,silvioberlusconi,false
4391,berlusconisilvio,false
4391,silvio berlusconi,false
4391,berlusconi,false
932,pierre bernard,false
932,bernard,false
932,bernardpierre,false
932,bernard pierre,false
932,pierrebernard,false
1036,bernard-reymondpierre,false
1036,bernard-reymond pierre,false
1036,bernard-reymond,false
1036,pierre bernard-reymond,false
1036,pierrebernard-reymond,false
1986,bernardiniantoine-françois,false
1986,bernardiniantoine-francois,false
1986,antoine-françoisbernardini,false
1986,antoine-francois bernardini,false
1986,bernardini,false
1986,bernardini antoine-francois,false
1986,antoine-francoisbernardini,false
1986,antoine-françois bernardini,false
1986,bernardini antoine-françois,false
4416,berniéjean-louis,false
4416,bernié jean-louis,false
4416,bernié,false
4416,bernie,false
4416,bernie jean-louis,false
4416,jean-louis bernié,false
4416,jean-louis bernie,false
4416,jean-louisbernié,false
4416,jean-louisbernie,false
4416,berniejean-louis,false
1781,bersanigiovanni,false
1781,bersani giovanni,false
1781,giovanni bersani,false
1781,giovannibersani,false
1781,bersani,false
2023,bertinottifausto,false
2023,bertinotti fausto,false
2023,fausto bertinotti,false
2023,bertinotti,false
2023,faustobertinotti,false
1821,besse jean,false
1821,jean besse,false
1821,bessejean,false
1821,besse,false
1821,jeanbesse,false
959,virginio bettini,false
959,bettinivirginio,false
959,bettini virginio,false
959,bettini,false
959,virginiobettini,false
2143,gerardobianco,false
2143,gerardo bianco,false
2143,biancogerardo,false
2143,bianco gerardo,false
2143,bianco,false
4468,bigliardo roberto felice,false
4468,bigliardo,false
4468,bigliardorobertofelice,false
4468,roberto felice bigliardo,false
4468,robertofelicebigliardo,false
1242,bjrnvig birgit,false
1242,bjørnvig birgit,false
1242,birgitbjørnvig,false
1242,birgit bjrnvig,false
1242,birgitbjrnvig,false
1242,bjørnvig,false
1242,bjrnvig,false
1242,birgit bjørnvig,false
1242,bjørnvigbirgit,false
1242,bjrnvigbirgit,false
1738,bodilboserup,false
1738,boserup bodil,false
1738,bodil boserup,false
1738,boserupbodil,false
1738,boserup,false
4442,busk niels,false
4442,busk,false
4442,nielsbusk,false
4442,niels busk,false
4442,buskniels,false
38603,desislavchukolov,false
38603,chukolovdesislav,false
38603,desislav chukolov,false
38603,chukolov,false
38603,chukolov desislav,false
905,francisquecollomb,false
905,collomb,false
905,collombfrancisque,false
905,collomb francisque,false
905,francisque collomb,false
26817,mario de marco,false
26817,de marco mario,false
26817,de marco,false
26817,demarcomario,false
26817,mariodemarco,false
26817,demarco,false
1863,dematteo,false
1863,de matteo aldo,false
1863,aldodematteo,false
1863,de matteo,false
1863,dematteoaldo,false
1863,aldo de matteo,false
1117,antoniofantini,false
1117,fantini,false
1117,fantini antonio,false
1117,antonio fantini,false
1117,fantiniantonio,false
1641,wolfganghackel,false
1641,wolfgang hackel,false
1641,hackelwolfgang,false
1641,hackel wolfgang,false
1641,hackel,false
1639,jean-paulhugot,false
1639,hugot jean-paul,false
1639,hugotjean-paul,false
1639,jean-paul hugot,false
1639,hugot,false
2013,jacob christian,false
2013,jacobchristian,false
2013,christianjacob,false
2013,christian jacob,false
2013,jacob,false
2065,inga-britt johansson,false
2065,johansson,false
2065,johansson inga-britt,false
2065,inga-brittjohansson,false
2065,johanssoninga-britt,false
797,keatingjustin,false
797,justinkeating,false
797,keating justin,false
797,justin keating,false
797,keating,false
2251,ligabue,false
2251,ligabuegiancarlo,false
2251,giancarlo ligabue,false
2251,giancarloligabue,false
2251,ligabue giancarlo,false
1049,livanosdionysios,false
1049,livanos,false
1049,dionysios livanos,false
1049,livanos dionysios,false
1049,dionysioslivanos,false
1612,cesarllorensbarges,false
1612,césar llorens barges,false
1612,cesar llorens barges,false
1612,llorensbarges,false
1612,llorens barges,false
1612,césarllorensbarges,false
1612,llorens barges cesar,false
1612,llorens barges césar,false
1612,llorensbargescesar,false
1612,llorensbargescésar,false
1682,longuetgérard,false
1682,longuet gerard,false
1682,gérard longuet,false
1682,longuet gérard,false
1682,gerardlonguet,false
1682,longuetgerard,false
1682,gerard longuet,false
1682,gérardlonguet,false
1682,longuet,false
124696,ansipandrus,false
124696,ansip andrus,false
124696,andrusansip,false
124696,andrus ansip,false
124696,ansip,false
96872,hirsch nadja,true
96872,hirschnadja,true
96872,nadja hirsch,true
96872,hirsch,true
96872,nadjahirsch,true
28216,šarūnas birutis,false
28216,sarunas birutis,false
28216,šarūnasbirutis,false
28216,birutis šarūnas,false
28216,birutissarunas,false
28216,birutis,false
28216,birutisšarūnas,false
28216,birutis sarunas,false
28216,sarunasbirutis,false
1211,m. blot,false
1211,m. blot yvan,false
1211,yvanm.blot,false
1211,m.blotyvan,false
1211,yvan m. blot,false
1211,m.blot,false
4406,armoniabordes,false
4406,bordes,false
4406,bordes armonia,false
4406,bordesarmonia,false
4406,armonia bordes,false
34174,braghetto,false
34174,ilesbraghetto,false
34174,braghettoiles,false
34174,iles braghetto,false
34174,braghetto iles,false
